DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               species                   solenoid_valves           CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       h2o_reported              
2013-12-30                17:40:57.026              363.40343780              8721.682507               364.40343780              1388425257.026            0                         963                       3.0000000000E+000         1.6000000000E+001         1.9965240158E+000         2.0470886936E+000         8.0651611340E+002         8.3149658992E+002         1.9459592972E+000         2.3778989754E+000         
2013-12-30                17:40:58.474              363.40345457              8721.682910               364.40345457              1388425258.475            0                         963                       2.0000000000E+000         1.6000000000E+001         1.9963745026E+000         2.0470886936E+000         8.0651611340E+002         8.3149658992E+002         1.9459592972E+000         2.3778989754E+000         
2013-12-30                17:40:59.394              363.40346521              8721.683165               364.40346521              1388425259.394            0                         963                       1.0000000000E+000         1.6000000000E+001         1.9963745026E+000         2.0470886936E+000         8.0629731911E+002         8.3149658992E+002         1.9459592972E+000         2.3778989754E+000         
2013-12-30                17:40:59.914              363.40347124              8721.683310               364.40347124              1388425259.915            0                         963                       3.0000000000E+000         1.6000000000E+001         1.9963745026E+000         2.0469490689E+000         8.0629731911E+002         8.3127778197E+002         1.9464681649E+000         2.3784874549E+000         
2013-12-30                17:41:01.349              363.40348785              8721.683708               364.40348785              1388425261.350            0                         963                       2.0000000000E+000         1.6000000000E+001         1.9963900693E+000         2.0469490689E+000         8.0629731911E+002         8.3127778197E+002         1.9464681649E+000         2.3784874549E+000         
2013-12-30                17:41:02.250              363.40349828              8721.683959               364.40349828              1388425262.251            0                         963                       1.0000000000E+000         1.6000000000E+001         1.9963900693E+000         2.0469490689E+000         8.0602495766E+002         8.3127778197E+002         1.9464681649E+000         2.3784874549E+000         
2013-12-30                17:41:02.765              363.40350422              8721.684101               364.40350422              1388425262.765            0                         963                       3.0000000000E+000         1.6000000000E+001         1.9963900693E+000         2.0469956277E+000         8.0602495766E+002         8.3101210941E+002         1.9482600929E+000         2.3805596034E+000         
2013-12-30                17:41:04.220              363.40352106              8721.684506               364.40352106              1388425264.220            0                         963                       2.0000000000E+000         1.6000000000E+001         1.9961076526E+000         2.0469956277E+000         8.0602495766E+002         8.3101210941E+002         1.9482600929E+000         2.3805596034E+000         
2013-12-30                17:41:05.151              363.40353184              8721.684764               364.40353184              1388425265.151            0                         963                       1.0000000000E+000         1.6000000000E+001         1.9961076526E+000         2.0469956277E+000         8.0586248621E+002         8.3101210941E+002         1.9482600929E+000         2.3805596034E+000         
2013-12-30                17:41:05.680              363.40353797              8721.684911               364.40353797              1388425265.681            0                         963                       3.0000000000E+000         1.6000000000E+001         1.9961076526E+000         2.0467254101E+000         8.0586248621E+002         8.3085417106E+002         1.9479239009E+000         2.3801708527E+000         
